iter	Passed	Remaining
241	844	2644
242	846	2638
243	849	2632
244	852	2627
245	855	2621
246	857	2615
247	860	2609
248	863	2603
249	865	2595
250	867	2589
251	870	2583
252	873	2578
253	875	2572
254	878	2567
255	881	2561
256	884	2556
257	887	2551
258	889	2546
259	892	2540
260	896	2537
261	899	2532
262	901	2527
263	904	2522
264	907	2516
265	910	2511
266	913	2506
267	916	2502
268	918	2497
269	921	2492
270	925	2488
271	928	2484
272	930	2479
273	933	2474
274	936	2469
275	939	2464
276	942	2459
277	945	2454
278	947	2449
279	950	2444
280	952	2437
281	955	2433
282	958	2428
283	961	2424
284	964	2419
285	967	2415
286	970	2411
287	973	2406
288	976	2402
289	979	2397
290	982	2393
291	986	2391
292	989	2386
293	992	2382
294	995	2378
295	998	2374
296	1001	2371
297	1004	2366
298	1008	2363
299	1011	2360
300	1014	2356
301	1017	2351
302	1020	2346
303	1022	2341
304	1025	2336
305	1028	2332
306	1031	2327
307	1033	2323
308	1036	2318
309	1039	2314
310	1042	2309
311	1045	2305
312	1048	2300
313	1051	2296
314	1053	2291
315	1056	2287
316	1059	2282
317	1062	2278
318	1065	2274
319	1068	2269
320	1071	2265
321	1073	2260
322	1076	2256
323	1079	2251
324	1081	2246
325	1085	2243
326	1088	2240
327	1092	2238
328	1095	2234
329	1099	2231
330	1102	2228
331	1105	2223
332	1107	2219
333	1110	2214
334	1113	2210
335	1116	2206
336	1119	2202
337	1122	2197
338	1124	2192
339	1127	2188
340	1130	2183
341	1132	2179
342	1135	2175
343	1138	2171
344	1141	2167
345	1144	2163
346	1147	2159
347	1150	2155
348	1152	2150
349	1155	2146
350	1158	2141
351	1161	2137
352	1164	2134
353	1166	2129
354	1169	2125
355	1172	2121
356	1175	2116
357	1178	2112
358	1181	2109
359	1184	2105
360	1186	2100
361	1190	2097
362	1193	2094
363	1196	2090
364	1199	2086
365	1202	2082
366	1205	2078
367	1208	2075
368	1211	2072
369	1214	2068
370	1217	2064
371	1221	2061
372	1223	2057
373	1226	2053
374	1229	2049
375	1232	2045
376	1235	2041
377	1238	2037
378	1241	2033
379	1244	2029
380	1247	2026
381	1249	2022
382	1252	2018
383	1255	2014
384	1258	2010
385	1261	2006
386	1264	2003
387	1267	1999
388	1270	1994
389	1272	1990
390	1275	1986
391	1278	1983
392	1281	1979
393	1284	1976
394	1287	1972
395	1290	1968
396	1294	1965
397	1297	1962
398	1300	1958
399	1303	1954
400	1306	1951
401	1309	1948
402	1312	1944
403	1315	1941
404	1318	1937
405	1321	1933
406	1324	1929
407	1327	1926
408	1330	1922
409	1333	1918
410	1335	1914
411	1338	1910
412	1341	1907
413	1344	1903
414	1347	1899
415	1349	1895
416	1352	1891
417	1355	1887
418	1358	1883
419	1360	1879
420	1363	1875
421	1366	1871
422	1369	1867
423	1372	1864
424	1374	1860
425	1377	1856
426	1380	1852
427	1383	1848
428	1386	1845
429	1389	1842
430	1392	1838
431	1395	1835
432	1398	1831
433	1401	1828
434	1404	1824
435	1407	1820
436	1410	1816
437	1413	1813
438	1416	1809
439	1418	1805
440	1421	1801
441	1424	1798
442	1427	1794
443	1430	1791
444	1433	1787
445	1436	1783
446	1438	1780
447	1441	1776
448	1444	1772
449	1447	1769
450	1450	1766
451	1453	1762
452	1456	1759
453	1460	1756
454	1463	1752
455	1466	1749
456	1469	1746
457	1472	1742
458	1475	1739
459	1478	1735
460	1481	1732
461	1485	1729
462	1489	1727
463	1493	1725
464	1496	1722
465	1499	1718
466	1502	1715
467	1505	1711
468	1508	1708
469	1511	1704
470	1514	1701
471	1517	1697
472	1520	1694
473	1523	1690
474	1526	1687
475	1529	1683
476	1532	1680
477	1535	1676
478	1537	1672
479	1540	1669
480	1543	1665
481	1546	1662
482	1550	1659
483	1553	1655
484	1555	1652
485	1558	1648
486	1561	1644
487	1564	1641
488	1567	1637
489	1569	1634
490	1572	1630
491	1575	1626
492	1578	1623
493	1581	1619
494	1584	1616
495	1587	1612
496	1590	1609
497	1593	1606
498	1596	1602
499	1599	1599
500	1602	1595
501	1605	1592
502	1608	1588
503	1611	1585
504	1613	1581
505	1616	1578
506	1619	1574
507	1622	1571
508	1625	1567
509	1627	1564
510	1630	1560
511	1633	1557
512	1636	1553
513	1639	1550
514	1642	1546
515	1645	1543
516	1648	1540
517	1651	1537
518	1654	1533
519	1657	1530
520	1661	1527
521	1663	1523
522	1666	1519
523	1669	1516
524	1672	1513
525	1675	1509
526	1678	1506
527	1681	1503
528	1684	1499
529	1687	1496
530	1690	1493
531	1693	1490
532	1696	1486
533	1699	1483
534	1702	1480
535	1705	1476
536	1708	1473
537	1711	1469
538	1714	1466
539	1717	1462
540	1720	1459
541	1723	1456
542	1726	1452
543	1729	1449
544	1731	1445
545	1734	1442
546	1737	1439
547	1740	1435
548	1743	1432
549	1746	1429
550	1749	1425
551	1752	1422
552	1755	1418
553	1758	1415
554	1761	1412
555	1764	1408
556	1766	1405
557	1769	1401
558	1772	1398
559	1775	1394
560	1778	1391
561	1781	1388
562	1784	1384
563	1787	1381
564	1790	1378
565	1793	1375
566	1797	1372
567	1800	1369
568	1802	1365
569	1805	1362
570	1808	1358
571	1811	1355
572	1814	1352
573	1817	1348
574	1820	1345
575	1823	1342
576	1826	1338
577	1829	1335
578	1832	1332
579	1834	1328
580	1838	1325
581	1842	1323
582	1845	1320
583	1848	1316
584	1851	1313
585	1854	1310
586	1857	1306
587	1860	1303
588	1863	1300
589	1866	1296
590	1869	1293
591	1871	1290
592	1874	1286
593	1877	1283
594	1880	1280
595	1883	1276
596	1886	1273
597	1889	1270
598	1892	1266
599	1895	1263
600	1898	1260
601	1901	1257
602	1904	1253
603	1907	1250
604	1909	1246
605	1912	1243
606	1915	1240
607	1918	1236
608	1920	1233
609	1923	1230
610	1926	1226
611	1930	1223
612	1933	1220
613	1936	1217
614	1939	1214
615	1942	1210
616	1945	1207
617	1948	1204
618	1951	1201
619	1954	1197
620	1957	1194
621	1960	1191
622	1963	1188
623	1966	1185
624	1969	1181
625	1971	1178
626	1974	1174
627	1978	1171
628	1981	1168
629	1984	1165
630	1987	1162
631	1990	1158
632	1993	1155
633	1996	1152
634	1999	1149
635	2002	1146
636	2005	1142
637	2008	1139
638	2010	1135
639	2013	1132
640	2016	1129
641	2019	1125
642	2021	1122
643	2024	1119
644	2027	1115
645	2030	1112
646	2032	1109
647	2035	1105
648	2038	1102
649	2041	1099
650	2043	1095
651	2046	1092
652	2049	1089
653	2052	1085
654	2055	1082
655	2058	1079
656	2061	1076
657	2063	1072
658	2066	1069
659	2069	1066
660	2072	1062
661	2075	1059
662	2078	1056
663	2081	1053
664	2084	1049
665	2086	1046
666	2090	1043
667	2092	1040
668	2095	1036
669	2099	1034
670	2102	1030
671	2105	1027
672	2108	1024
673	2110	1020
674	2114	1017
675	2117	1014
676	2120	1011
677	2123	1008
678	2125	1004
679	2128	1001
680	2131	998
681	2134	995
682	2137	991
683	2139	988
684	2142	985
685	2145	982
686	2148	978
687	2151	975
688	2154	972
689	2157	969
690	2160	965
691	2162	962
692	2165	959
693	2168	956
694	2171	952
695	2174	949
696	2177	946
697	2180	943
698	2182	939
699	2185	936
700	2188	933
701	2191	930
702	2194	927
703	2196	923
704	2199	920
705	2203	917
706	2206	914
707	2208	910
708	2211	907
709	2214	904
710	2217	901
711	2220	898
712	2223	894
713	2225	891
714	2229	888
715	2232	885
716	2236	882
717	2239	879
718	2241	876
719	2244	872
720	2247	869
721	2250	866
722	2253	863
723	2256	860
724	2259	857
725	2262	853
726	2264	850
727	2267	847
728	2271	844
729	2273	841
730	2276	837
731	2279	834
732	2282	831
733	2285	828
734	2288	824
735	2290	821
736	2293	818
737	2296	815
738	2299	812
739	2302	808
740	2305	805
741	2308	802
742	2311	799
743	2314	796
744	2316	793
745	2319	789
746	2322	786
747	2325	783
748	2328	780
749	2331	777
750	2334	773
751	2337	770
752	2339	767
753	2342	764
754	2345	761
755	2348	758
756	2352	755
757	2355	751
758	2358	748
759	2361	745
760	2365	742
761	2369	739
762	2372	736
763	2375	733
764	2377	730
765	2380	727
766	2383	724
767	2386	720
768	2389	717
769	2392	714
770	2395	711
771	2398	708
772	2400	704
773	2404	701
774	2407	698
775	2409	695
776	2412	692
777	2415	689
778	2418	686
779	2421	683
780	2424	679
781	2427	676
782	2429	673
783	2432	670
784	2435	667
785	2438	663
786	2441	660
787	2444	657
788	2447	654
789	2449	651
790	2452	648
791	2455	644
792	2458	641
793	2461	638
794	2464	635
795	2467	632
796	2470	629
797	2473	626
798	2476	622
799	2479	619
800	2481	616
801	2484	613
802	2487	610
803	2490	607
804	2493	603
805	2496	600
806	2498	597
807	2501	594
808	2504	591
809	2507	588
810	2510	585
811	2513	581
812	2516	578
813	2519	575
814	2522	572
815	2525	569
816	2528	566
817	2531	563
818	2534	560
819	2537	556
820	2540	553
821	2542	550
822	2545	547
823	2549	544
824	2552	541
825	2554	538
826	2557	535
827	2560	531
828	2563	528
829	2566	525
830	2569	522
831	2572	519
832	2575	516
833	2578	513
834	2581	510
835	2584	506
836	2587	503
837	2590	500
838	2594	497
839	2597	494
840	2601	491
841	2604	488
842	2606	485
843	2609	482
844	2612	479
845	2615	476
846	2618	473
847	2621	469
848	2624	466
849	2626	463
850	2629	460
851	2632	457
852	2635	454
853	2638	451
854	2641	447
855	2643	444
856	2646	441
857	2649	438
858	2652	435
859	2655	432
860	2657	429
861	2660	425
862	2663	422
863	2666	419
864	2669	416
865	2672	413
866	2674	410
867	2677	407
868	2680	404
869	2683	400
870	2686	397
871	2689	394
872	2692	391
873	2695	388
874	2697	385
875	2700	382
876	2703	379
877	2706	376
878	2709	372
879	2711	369
880	2714	366
881	2717	363
882	2720	360
883	2722	357
884	2725	354
885	2728	351
886	2731	347
887	2734	344
888	2737	341
889	2740	338
890	2742	335
891	2745	332
892	2748	329
893	2751	326
894	2753	323
895	2756	319
896	2759	316
897	2762	313
898	2765	310
899	2768	307
900	2770	304
901	2773	301
902	2776	298
903	2779	295
904	2782	292
905	2784	288
906	2787	285
907	2790	282
908	2793	279
909	2796	276
910	2799	273
911	2802	270
912	2804	267
913	2808	264
914	2810	261
915	2813	258
916	2816	254
917	2819	251
918	2823	248
919	2826	245
920	2830	242
921	2833	239
922	2836	236
923	2839	233
924	2842	230
925	2845	227
926	2847	224
927	2850	221
928	2853	218
929	2856	215
930	2859	211
931	2862	208
932	2865	205
933	2868	202
934	2870	199
935	2873	196
936	2876	193
937	2879	190
938	2882	187
939	2885	184
940	2887	181
941	2890	177
942	2893	174
943	2896	171
944	2899	168
945	2902	165
946	2905	162
947	2908	159
948	2911	156
949	2913	153
950	2916	150
951	2919	147
952	2922	144
953	2925	141
954	2928	137
955	2931	134
956	2933	131
957	2936	128
958	2939	125
959	2942	122
960	2945	119
961	2948	116
962	2951	113
963	2955	110
964	2959	107
965	2962	104
966	2966	101
967	2969	98
968	2972	95
969	2974	92
970	2977	88
971	2980	85
972	2984	82
973	2988	79
974	2991	76
975	2994	73
976	2997	70
977	3001	67
978	3003	64
979	3006	61
980	3009	58
981	3012	55
982	3015	52
983	3018	49
984	3021	46
985	3024	42
986	3026	39
987	3029	36
988	3032	33
989	3035	30
990	3037	27
991	3041	24
992	3044	21
993	3047	18
994	3050	15
995	3052	12
996	3055	9
997	3059	6
998	3061	3
999	3064	0
